"","SSC_NAME_2016","median_income_bin","gender"
"2989","Urbenville","P_300_399_Tot","P"
"2990","Villawood","P_300_399_Tot","P"
"2991","Wadeville","P_300_399_Tot","P"
"2992","Wallangra","P_300_399_Tot","P"
"2993","Wandella (NSW)","P_300_399_Tot","P"
"2994","Wandsworth","P_300_399_Tot","P"
"2995","Wards River","P_300_399_Tot","P"
"2996","Warialda Rail","P_300_399_Tot","P"
"2997","Watagan","P_300_399_Tot","P"
"2998","Watsons Creek (NSW)","P_300_399_Tot","P"
"2999","Waukivory","P_300_399_Tot","P"
"3000","West Coraki","P_300_399_Tot","P"
"3001","Wirrinya","P_300_399_Tot","P"
"3002","Wittitrin","P_300_399_Tot","P"
"3003","Woodlands (Eurobodalla - NSW)","P_300_399_Tot","P"
"3004","Yanco","P_300_399_Tot","P"
"3005","Yarrabin","P_300_399_Tot","P"
"3006","Yennora","P_300_399_Tot","P"
"3007","Yowrie","P_300_399_Tot","P"
"3008","Callaghan","P_150_299_Tot","P"
"3009","Charles Sturt University","P_150_299_Tot","P"
"3010","Elsmore","P_150_299_Tot","P"
"3011","Mitchell (NSW)","P_150_299_Tot","P"
"3012","Purfleet","P_150_299_Tot","P"
"3013","Wallanbah","P_150_299_Tot","P"
