SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC30976,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,0,0,18
SSC30977,0,0,3,3,0,0,0,0,0,6,0,0,0,3,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,7,0,4,0,18,12,6,9,20,14,16,10,8,3,109
SSC30978,0,0,8,12,19,10,4,3,0,50,0,3,12,5,13,10,0,0,0,44,0,3,3,11,13,8,0,0,0,42,0,0,3,4,5,3,3,0,0,20,0,0,0,9,5,4,3,0,0,23,0,0,0,0,4,0,3,0,0,8,7,4,3,7,8,15,12,9,4,72,46,28,86,102,146,208,153,92,18,874
SSC30979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,3,5,8,0,0,17
SSC30980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6
SSC30981,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,0,0,3,9,16,9,10,9,0,53
SSC30982,5,118,229,166,163,134,41,4,0,862,4,56,220,144,174,97,32,3,3,733,0,41,157,142,139,85,16,0,0,578,0,21,137,141,91,51,8,3,0,456,0,18,245,278,230,99,14,3,0,886,0,3,104,155,131,74,11,3,0,487,186,131,314,282,293,193,68,55,24,1546,956,963,2437,2153,1959,1329,512,195,64,10561
SSC30983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,6,13,21,16,0,5,66
SSC30984,0,3,16,26,31,23,9,4,3,105,0,8,13,14,27,21,7,0,0,79,0,3,6,15,27,29,3,0,0,90,0,0,8,13,10,15,0,0,0,51,0,0,10,14,27,24,9,0,0,76,0,0,0,4,5,12,7,0,0,33,14,5,11,21,29,35,36,23,25,193,108,87,149,218,323,379,325,158,62,1802
SSC30985,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,18,9,10,11,16,26,45,30,11,0,161
SSC30986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,5,9,0,3,0,27
SSC30987,41,198,167,70,50,24,13,3,0,575,18,110,160,79,53,35,8,0,0,460,3,28,77,67,64,32,3,0,0,273,0,4,41,66,53,18,0,0,0,185,0,0,68,132,91,36,0,0,0,327,0,0,13,70,49,5,3,0,0,144,13,38,62,47,46,21,17,19,7,284,336,787,941,772,605,377,233,161,90,4288
SSC30988,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,3,3,0,0,16
SSC30989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11
SSC30990,0,4,3,10,3,11,0,0,0,28,0,0,7,8,6,3,0,0,0,20,0,0,5,11,13,4,0,0,0,44,0,0,0,10,4,3,0,0,0,16,0,0,4,18,16,12,0,0,0,47,0,0,0,12,6,7,0,0,0,29,8,0,4,4,3,3,7,9,0,32,43,14,38,97,101,73,32,21,3,418
SSC30991,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,13
SSC30992,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,13,7,13,23,13,25,8,9,9,0,98
SSC30993,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,7,3,3,6,0,0,47,22,41,54,37,20,32,16,3,0,234
SSC30994,0,0,8,16,23,14,14,4,0,82,0,0,4,5,9,20,8,0,0,46,0,0,4,0,8,9,0,0,0,20,0,0,0,3,6,3,0,0,0,16,0,0,3,0,3,5,3,0,0,21,0,0,0,0,5,3,3,0,0,14,6,5,7,11,20,25,11,6,8,99,66,60,122,142,220,318,353,131,26,1436
SSC30995,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,7,4,0,0,27
SSC30996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,4,5,0,0,0,14
SSC30997,0,0,0,3,9,3,0,0,0,12,0,0,0,0,4,9,0,0,0,12,0,0,3,3,6,9,0,0,0,19,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,18,101,204,147,78,20,8,7,0,578,36,113,219,173,120,51,16,15,0,738
SSC30998,0,0,7,12,13,3,3,0,0,39,0,0,3,5,14,3,0,0,0,29,0,0,5,7,8,6,0,0,0,32,0,0,3,7,3,0,0,0,0,18,0,0,8,4,0,10,0,0,0,22,0,0,3,7,9,0,0,0,0,15,13,0,6,9,25,14,8,5,0,76,53,15,84,104,95,105,39,26,0,532
SSC30999,0,0,9,10,7,7,0,0,0,33,0,0,3,0,4,0,0,0,0,10,0,0,3,8,9,5,0,0,0,19,0,0,5,0,0,0,0,0,0,10,0,0,0,3,6,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,18,24,12,53,42,57,60,37,25,6,309
SSC31000,0,0,3,7,0,3,0,0,0,15,0,0,0,7,3,3,0,0,0,11,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,4,0,0,18,9,9,19,32,46,41,20,20,0,199
SSC31001,0,0,6,16,15,13,9,0,0,70,0,0,10,11,17,11,4,0,0,46,0,0,3,9,14,10,0,0,0,28,0,0,4,4,8,4,0,0,0,19,0,0,9,9,9,11,0,0,0,30,0,0,0,3,5,4,0,0,0,13,10,8,8,11,5,19,8,3,0,71,44,41,102,162,168,203,101,41,13,891
SSC31002,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,0,17,3,3,9,10,22,30,31,12,3,120
SSC31003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,3,0,0,20,6,3,5,18,33,51,27,10,0,160
SSC31004,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,11,8,19,21,21,3,0,81
SSC31005,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,4,0,0,0,6,5,4,0,15,14,22,8,3,0,70
SSC31006,0,0,21,33,47,32,13,3,0,142,0,0,8,19,46,22,3,7,0,111,0,0,13,20,22,8,3,0,0,73,0,0,4,9,17,12,4,0,0,46,0,0,4,17,18,17,6,0,0,59,0,0,0,19,17,13,5,0,3,54,8,11,19,19,30,22,24,16,3,151,123,70,169,293,399,329,258,90,29,1763
SSC31007,0,0,0,0,0,4,0,3,0,9,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,3,0,25,3,3,15,14,39,39,31,14,0,151
SSC31008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC31009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC31010,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,4,0,0,20,7,8,18,25,18,15,22,0,0,117
SSC31011,0,0,0,3,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,0,14,7,6,6,20,33,29,22,5,0,138
SSC31012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14
SSC31013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC31014,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,7,11,3,13,17,3,0,0,56
SSC31015,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,13,0,10,9,5,0,4,10,3,0,47
SSC31016,3,0,10,4,0,3,0,0,0,23,0,0,4,4,4,3,0,0,0,19,0,0,3,3,4,0,5,0,0,18,0,0,0,3,3,3,0,0,0,7,0,0,3,8,6,3,0,0,0,20,0,0,4,0,4,0,5,0,0,13,3,0,10,7,14,8,3,0,0,49,21,18,43,56,54,36,31,10,5,278
SSC31017,0,0,3,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,13,22,16,3,4,3,0,0,59
SSC31018,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,5,3,9,3,3,3,0,26
SSC31019,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,4,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,4,3,6,20,19,8,3,0,55,13,9,13,16,55,62,39,11,0,212
SSC31020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,5,5,3,5,7,3,3,32
SSC31021,4,49,117,121,104,60,31,0,0,493,0,22,130,113,81,42,17,0,0,407,0,9,97,109,76,50,13,0,0,352,0,5,58,72,61,31,13,0,0,236,0,3,73,138,92,27,13,3,0,351,0,0,11,55,42,15,3,0,0,128,11,22,45,31,34,23,25,7,0,197,330,350,853,1024,784,560,559,156,28,4650
SSC31022,5,111,270,153,127,91,44,21,9,830,0,48,214,142,106,73,19,9,8,626,0,10,177,143,85,49,15,5,4,491,0,6,97,99,65,40,13,5,0,319,0,3,131,160,112,54,9,5,0,471,0,3,27,69,40,18,10,3,0,170,29,51,96,53,50,57,33,42,20,425,443,754,1667,1304,1004,825,703,478,180,7350
SSC31023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31024,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,9,8,3,4,0,27
SSC31025,0,22,87,31,31,24,7,5,3,221,0,18,78,30,25,18,8,0,3,184,0,10,46,46,39,20,3,0,0,166,0,3,30,34,32,10,0,0,0,111,0,0,44,43,54,27,4,0,0,170,0,0,13,25,38,17,3,0,0,98,19,32,41,22,29,14,5,8,5,171,195,499,663,380,385,261,110,64,40,2604
SSC31026,0,0,0,0,3,3,3,0,0,11,0,0,0,3,3,4,0,0,0,9,0,0,0,3,3,0,0,0,0,4,0,0,0,7,3,0,0,0,0,11,0,0,0,0,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,4,3,3,0,3,3,4,0,4,0,17,19,8,12,27,41,41,27,8,3,187
SSC31027,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,3,3,10,14,16,15,9,0,76
SSC31028,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,11,13,11,9,5,0,0,56
SSC31029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,4,7,4,9,3,0,26
SSC31030,0,3,7,5,7,7,0,0,0,37,0,0,3,7,21,3,4,0,0,40,0,3,11,10,9,8,0,0,0,46,0,0,4,4,4,4,0,0,0,23,0,3,0,10,8,5,0,3,0,37,0,0,0,9,11,8,0,0,0,27,8,5,4,9,23,17,7,9,3,90,72,53,69,87,163,111,71,35,7,661
SSC31031,0,3,0,8,6,6,3,0,0,27,0,0,0,6,6,6,0,0,0,23,0,0,0,0,6,0,7,0,0,11,0,0,0,3,6,4,0,0,0,14,0,0,3,0,9,6,4,0,0,16,0,0,3,0,9,4,0,0,0,16,4,0,3,0,8,8,4,5,3,36,42,14,22,46,83,88,65,31,11,410
SSC31032,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,13,6,3,11,19,22,21,9,3,0,99
SSC31033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,7,0,7,0,0,19
SSC31035,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,10,18,11,3,4,3,72
SSC31036,0,0,4,5,9,4,0,0,0,22,0,0,0,5,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,0,6,0,4,0,4,0,17,18,25,26,40,55,40,38,13,3,249
SSC31037,0,0,0,4,8,9,5,0,0,21,0,0,0,0,5,0,0,0,0,9,0,0,0,0,3,0,4,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,3,9,4,0,0,0,23,17,16,17,27,43,48,37,22,4,221
SSC31038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,5,6,14,3,14,0,0,43
SSC31039,0,3,3,0,3,6,0,0,0,12,0,0,4,0,3,8,0,0,0,19,0,0,3,9,3,0,0,0,0,14,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,5,0,0,0,3,0,4,3,0,0,7,3,0,7,0,0,0,3,0,0,12,16,19,35,35,32,35,17,4,0,191
SSC31040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,7,0,5,13,4,19,13,3,0,61
SSC31041,0,20,51,60,54,23,14,0,0,216,0,4,44,53,30,19,3,0,0,161,0,6,25,46,32,15,6,0,0,122,0,0,14,16,20,4,0,0,0,57,0,0,9,14,17,10,0,0,0,56,0,0,5,6,7,5,0,0,0,22,29,12,38,55,27,35,24,7,3,226,223,181,415,495,385,329,220,68,15,2337
SSC31042,0,0,0,0,3,0,3,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,5,3,9,19,14,14,6,0,73
SSC31043,0,21,69,99,100,65,43,13,8,415,0,10,85,91,90,47,20,3,0,342,0,3,47,90,73,43,19,0,0,282,0,0,29,69,55,48,10,0,0,211,0,0,47,125,117,63,3,0,0,355,0,0,8,46,60,26,3,0,3,148,17,12,33,26,32,25,31,34,57,257,414,295,595,871,803,707,572,165,132,4541
SSC31044,8,31,155,163,125,111,61,10,4,677,0,14,128,149,119,58,21,0,0,499,0,3,120,158,116,61,20,0,0,478,0,0,65,126,91,47,5,0,0,337,0,4,84,203,163,71,8,3,0,533,0,0,14,56,64,20,3,0,0,151,35,15,28,62,50,18,42,25,13,293,531,425,1044,1458,1214,844,889,294,130,6827
SSC31045,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,4,0,0,32
SSC31046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC31047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,19
SSC31048,0,18,25,45,43,38,22,13,0,210,0,10,28,30,34,35,21,6,3,180,0,0,14,40,49,35,14,6,0,160,0,0,11,30,39,33,17,7,0,140,0,0,22,91,122,58,21,3,0,318,0,0,15,128,189,89,25,5,0,456,12,10,6,44,40,31,18,8,0,170,345,229,214,587,726,485,328,134,41,3080
SSC31049,0,0,0,6,11,7,0,0,0,31,0,0,3,0,6,3,3,0,0,15,0,0,0,5,3,0,0,0,0,12,0,0,0,8,0,4,0,0,0,10,0,0,0,7,8,0,0,0,0,15,0,0,0,0,3,5,0,0,0,8,4,0,0,8,6,8,3,4,0,34,30,15,26,77,83,95,77,19,3,416
SSC31050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,6,3,0,0,0,0,18
SSC31051,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,3,0,0,20,7,7,12,13,8,12,12,3,0,75
