SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC31487,0,8,28,20,18,26,3,0,0,107,0,5,14,20,26,3,8,0,0,72,0,0,7,22,29,11,6,0,0,85,0,0,9,20,19,13,3,0,0,68,0,0,17,51,60,28,6,0,0,160,0,0,15,90,79,29,3,3,0,213,10,18,14,21,20,14,4,5,8,124,145,126,201,340,335,214,130,54,78,1625
SSC31488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,10,0,0,5,3,5,3,3,0,0,26
SSC31489,0,9,34,44,40,27,14,4,0,169,0,7,26,31,25,16,0,0,4,110,0,3,18,29,35,19,3,0,0,106,0,0,9,23,13,8,0,0,0,54,0,0,9,30,18,7,0,0,0,61,0,0,5,20,17,9,0,0,0,46,13,8,20,19,19,17,23,17,3,133,186,116,326,373,345,277,277,144,61,2104
SSC31490,5,115,509,414,356,252,59,8,10,1727,0,41,290,282,206,137,23,3,0,987,0,17,149,208,165,83,17,0,0,645,0,5,83,125,73,37,4,0,0,334,0,5,80,104,85,41,11,0,0,320,0,6,22,33,29,10,6,0,0,107,81,82,217,168,163,127,148,104,103,1190,1178,1444,3282,2815,2451,2100,1615,692,332,15907
SSC31491,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,9,3,0,10,4,13,18,3,4,0,56
SSC31492,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,3,0,18,5,3,3,15,10,16,12,10,3,77
SSC31493,0,0,20,16,14,18,3,0,0,72,0,5,12,15,24,16,6,0,0,71,0,0,12,18,17,14,0,0,0,57,0,0,4,3,5,6,0,0,0,18,0,0,4,14,17,8,0,0,0,44,0,0,0,8,13,3,0,0,0,22,5,4,11,3,20,18,8,3,3,76,108,62,103,136,168,137,76,15,11,825
SSC31494,0,0,13,4,9,10,4,0,0,39,0,0,6,5,7,3,0,0,0,25,0,0,3,3,9,3,3,0,0,14,0,0,3,0,3,0,0,3,0,11,0,0,4,4,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,14,7,6,9,14,9,10,4,0,68,43,30,69,77,95,92,67,34,7,525
SSC31495,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,11,21,15,17,3,3,95
SSC31496,3,84,308,84,72,62,55,22,3,697,0,46,297,90,69,66,45,10,0,614,0,15,215,103,76,60,36,10,0,512,0,4,119,83,58,40,23,4,3,338,0,3,190,149,119,91,37,6,4,598,0,0,67,124,138,142,58,18,3,557,32,84,209,108,119,94,65,29,14,739,310,889,2392,1106,900,897,672,261,196,7622
SSC31497,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,0,18,0,3,13,7,21,16,34,9,0,100
SSC31498,0,18,43,51,59,33,4,0,0,209,0,0,28,43,36,24,0,3,0,127,0,0,28,38,37,15,3,0,0,116,0,0,23,18,29,18,3,0,0,93,0,0,23,50,43,20,0,3,0,143,0,0,7,29,20,8,0,3,0,65,15,3,29,36,38,27,16,14,0,176,178,119,316,450,448,298,140,65,18,2033
SSC31499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,9,0,0,3,3,7,14,6,0,0,39
SSC31500,3,19,74,88,80,51,3,0,0,323,0,13,49,79,76,47,10,3,0,273,0,3,48,76,58,41,6,0,0,229,0,0,33,57,48,27,3,0,0,161,0,0,25,78,93,31,3,0,0,232,0,0,8,37,33,22,7,0,0,107,27,11,29,33,40,24,16,11,3,195,347,204,449,687,709,509,291,94,23,3308
SSC31501,3,16,53,85,60,46,16,3,0,274,0,8,50,66,47,45,15,3,0,235,0,0,41,75,56,42,11,0,0,227,0,4,15,51,45,39,3,0,0,158,0,0,23,64,77,48,12,3,0,228,0,0,6,13,36,26,8,0,0,94,14,5,17,24,22,21,13,7,3,140,263,174,393,615,587,498,323,96,15,2965
SSC31502,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,0,0,19,10,5,5,16,22,24,24,7,3,104
SSC31503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,3,0,3,0,18
SSC31504,0,0,3,6,9,10,0,0,0,26,0,0,4,4,7,0,0,0,0,18,0,0,0,3,11,5,0,0,0,16,0,0,0,6,5,0,0,0,0,6,0,0,0,6,11,0,0,0,0,17,0,0,0,3,0,5,0,0,0,9,3,0,3,5,15,7,8,0,0,36,37,27,34,54,85,58,33,17,5,356
SSC31505,0,0,3,0,4,0,9,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,8,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,3,3,0,15,0,0,20,8,8,11,16,27,48,66,10,0,196
SSC31506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31507,0,0,9,8,10,11,3,5,0,45,0,0,3,8,9,4,0,0,0,29,0,0,0,0,3,7,0,0,0,13,0,0,0,0,3,3,0,0,0,4,0,0,0,9,7,9,0,0,0,24,0,0,0,0,3,3,0,0,0,10,3,9,11,9,5,12,18,3,0,68,6,29,39,58,96,101,110,36,4,477
SSC31508,0,18,81,65,53,51,8,7,6,297,0,13,38,55,50,37,11,0,0,192,0,3,45,34,26,33,4,3,0,146,0,4,19,14,25,18,4,0,0,81,0,3,40,31,24,23,0,3,0,121,0,0,8,11,12,12,0,0,0,45,37,16,62,36,43,48,32,62,106,449,293,275,626,515,517,536,356,235,166,3515
SSC31509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,17
SSC31510,0,20,54,53,52,45,20,7,0,256,0,0,23,48,25,27,11,3,0,137,0,3,28,37,51,29,3,0,0,144,0,0,5,16,16,16,8,0,0,62,0,0,10,17,23,12,0,3,0,67,0,0,7,8,8,3,4,0,0,26,29,21,31,35,60,49,61,57,61,407,310,181,429,517,592,656,657,443,217,3999
SSC31511,0,53,208,92,81,90,31,5,13,579,0,20,140,86,49,51,16,0,0,362,0,11,109,82,55,43,4,0,0,304,0,5,47,47,36,23,11,0,3,165,0,4,37,57,49,26,9,0,3,185,0,0,8,16,9,21,3,0,3,66,48,57,110,67,47,58,73,101,146,711,461,658,1507,965,731,825,762,618,415,6946
SSC31512,0,79,259,135,151,81,25,6,4,743,0,37,199,143,125,59,14,3,4,577,0,12,170,163,115,62,13,0,0,542,0,10,98,134,87,30,3,0,0,367,0,8,134,214,167,60,4,0,0,591,0,0,54,155,107,38,8,4,0,359,30,78,170,90,71,42,35,22,27,560,492,771,1762,1546,1243,771,459,276,209,7537
SSC31513,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,11,12,10,13,13,21,20,13,4,0,98
SSC31514,7,62,188,153,182,93,45,7,0,732,0,21,121,126,109,67,19,0,0,460,0,9,60,108,97,63,7,3,0,349,0,0,29,58,59,40,3,0,0,189,0,0,41,68,93,40,5,0,0,252,6,0,12,26,21,15,3,0,0,69,83,87,132,130,133,119,78,38,9,809,818,828,1422,1371,1413,1092,683,238,49,7909
SSC31515,3,103,222,69,56,45,15,0,3,518,0,50,163,74,45,19,7,8,0,371,0,12,162,85,51,29,6,0,0,341,0,5,87,66,46,21,0,0,0,222,0,11,109,112,86,42,13,0,0,377,0,0,41,85,85,24,8,0,0,243,55,123,162,76,52,45,39,19,52,623,710,1802,1971,965,632,354,253,122,114,6925
SSC31516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,5,3,9,3,4,0,31
SSC31517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC31518,0,0,5,4,4,3,5,3,0,26,0,0,0,3,6,7,3,0,0,14,0,0,3,3,3,5,3,0,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,7,8,0,0,0,0,13,0,0,0,0,4,3,0,0,0,11,3,0,0,3,10,6,6,4,0,39,22,18,54,65,99,105,82,34,15,483
SSC31519,0,31,100,129,110,83,63,35,15,570,0,11,93,94,126,72,44,21,7,473,0,9,96,126,142,84,35,21,0,505,0,5,46,100,107,58,16,7,3,345,0,3,65,210,221,110,24,14,5,653,0,3,33,119,152,74,38,11,3,438,18,21,25,47,41,36,36,34,11,274,639,514,848,1275,1321,896,852,554,197,7088
SSC31520,0,8,11,24,35,24,20,7,0,134,0,5,16,14,29,21,19,0,0,110,0,0,12,20,26,30,12,0,0,99,0,0,0,25,20,34,14,3,0,96,0,0,17,43,51,39,13,0,5,162,0,0,5,38,78,53,16,3,0,192,20,0,3,12,20,18,24,35,69,197,201,151,135,261,375,318,287,157,116,1996
SSC31521,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,13,9,6,20,22,30,34,13,3,0,126
SSC31522,0,3,3,9,6,6,3,0,0,31,0,0,0,4,8,8,0,0,0,17,0,0,0,3,4,0,0,0,0,5,0,0,3,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,0,6,9,18,16,0,0,67,24,27,40,68,87,110,91,29,5,489
SSC31523,0,9,27,35,37,23,5,0,0,129,0,0,8,32,16,17,0,0,0,78,0,3,15,31,16,12,0,0,0,74,0,0,12,13,15,10,0,0,0,46,0,0,13,23,13,4,0,0,0,46,0,0,0,6,3,0,0,0,0,12,10,3,21,19,24,23,14,5,0,123,109,62,207,250,276,219,132,34,8,1304
SSC31524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,3,0,12,7,11,10,0,0,43
SSC31525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,4,7,0,3,0,0,24
SSC31526,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,10,7,7,11,4,22,14,16,9,0,88
SSC31527,4,19,109,118,86,79,32,14,10,478,0,21,106,100,64,36,19,3,7,348,0,0,97,112,71,40,7,11,4,343,0,3,44,65,57,15,3,0,0,189,0,3,66,106,62,35,5,4,3,289,0,0,6,32,24,18,4,6,3,87,25,23,42,38,35,29,28,57,66,346,381,358,918,1024,798,658,626,426,255,5449
SSC31528,0,23,59,51,62,51,25,8,0,277,0,7,36,34,25,19,7,0,0,126,0,3,24,27,23,25,6,3,0,111,0,3,5,12,14,9,3,3,0,56,0,0,16,14,16,4,9,0,0,55,0,0,3,3,4,3,0,0,0,10,12,24,34,17,35,36,47,73,76,363,301,258,508,424,537,507,496,399,182,3606
SSC31529,0,0,0,3,4,6,0,3,0,17,0,0,0,0,5,5,0,0,0,17,0,0,4,0,11,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,4,0,0,5,3,0,3,3,11,4,20,3,0,41,5,12,22,25,70,62,83,38,6,322
SSC31530,0,0,4,4,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,9,5,5,0,0,0,0,0,23,28,33,30,25,35,9,13,3,0,173
SSC31531,0,0,4,3,7,6,0,0,0,26,0,0,5,3,6,4,0,0,0,20,0,0,0,3,0,0,0,0,0,10,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,13,0,0,0,28,21,12,29,35,56,62,22,13,6,262
SSC31532,0,13,69,122,123,88,37,5,0,455,0,5,52,75,88,41,18,0,0,273,0,3,43,67,75,48,13,0,0,243,0,0,13,34,44,34,4,0,3,133,0,0,17,59,58,34,11,3,0,175,0,0,11,33,26,21,7,3,0,110,31,19,51,63,86,73,59,13,7,400,344,242,586,841,956,766,523,164,39,4464
SSC31533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,12
SSC31534,0,0,3,6,9,10,3,0,0,25,0,0,0,3,12,3,0,0,0,22,0,0,4,6,6,11,0,0,0,24,0,0,3,8,0,5,0,0,0,12,0,0,3,10,4,6,0,0,0,25,0,0,0,3,4,3,0,0,0,9,0,0,0,3,0,0,0,0,0,9,24,22,34,62,55,58,41,14,3,323
SSC31535,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,4,3,0,7,0,3,3,7,7,11,8,3,0,41
SSC31536,0,0,3,4,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,3,0,17,5,6,20,20,25,38,31,20,3,164
SSC31537,0,0,0,0,4,7,0,0,0,10,0,0,0,0,7,0,0,0,0,12,0,0,3,3,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,4,3,0,5,8,4,3,0,0,26,11,7,10,18,49,37,19,7,3,159
SSC31538,0,0,5,3,7,3,0,0,0,20,0,0,0,0,0,5,0,0,0,11,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,7,0,0,5,7,4,0,0,0,0,15,0,0,0,0,3,0,0,0,0,8,0,3,3,3,9,5,6,0,0,28,13,19,32,32,34,23,24,8,0,177
SSC31539,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,4,0,0,16,3,0,11,14,27,29,19,3,3,113
SSC31540,0,3,4,11,18,9,4,0,0,47,0,0,9,3,8,4,3,0,0,22,0,3,4,10,5,5,0,0,0,26,0,0,0,9,3,3,3,0,0,18,0,0,0,3,15,7,3,0,0,30,0,0,0,9,3,7,0,0,0,18,0,0,0,10,3,9,9,0,0,35,43,27,40,103,109,91,86,17,5,522
SSC31541,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,4,3,6,4,9,7,3,8,0,49
SSC31542,0,6,70,44,24,17,10,0,0,162,3,0,23,31,14,12,9,0,0,83,0,0,12,16,8,8,0,0,0,45,0,0,8,7,4,6,0,0,0,31,0,0,3,12,4,0,0,0,0,15,0,0,0,3,0,0,3,0,0,5,20,4,15,22,25,22,17,13,5,136,111,91,274,258,192,215,205,106,57,1506
SSC31543,0,0,3,8,0,4,3,0,0,15,0,0,6,3,0,4,0,0,0,13,0,3,0,3,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,4,0,0,0,5,0,3,0,0,0,14,0,0,0,0,0,4,0,0,0,5,5,0,3,5,3,7,3,0,0,25,13,21,39,36,21,35,13,4,0,183
SSC31544,0,0,8,8,11,3,3,0,0,29,0,0,0,4,3,3,3,0,0,12,0,0,4,5,3,0,0,0,0,16,0,0,0,3,3,4,4,3,0,13,0,0,3,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,8,8,3,14,9,4,0,52,33,24,57,60,100,136,110,48,5,582
SSC31545,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,12,8,3,3,6,26,30,10,0,0,94
SSC31546,0,4,9,8,11,11,4,0,0,50,0,0,5,7,8,6,0,0,0,26,0,0,0,6,5,3,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,7,0,6,6,9,7,20,16,5,80,61,35,85,84,112,141,149,97,45,806
SSC31547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31548,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,9,0,0,4,6,6,6,7,0,0,32
SSC31549,0,0,3,3,7,15,0,3,0,36,0,0,0,3,9,7,0,0,0,15,0,0,0,6,15,7,0,0,0,22,0,0,0,3,0,5,0,0,0,9,0,0,0,8,5,3,0,0,0,15,0,0,3,3,0,5,0,0,0,11,9,0,3,13,25,16,14,8,0,100,38,18,35,97,129,162,108,45,0,620
SSC31550,0,12,35,44,45,17,0,3,0,161,0,12,33,28,25,13,0,0,0,107,0,7,19,31,23,19,3,0,0,103,0,5,23,13,24,19,0,0,0,91,0,8,44,54,69,21,6,0,0,191,0,3,3,21,23,13,0,0,0,74,20,13,15,31,28,21,10,6,3,142,185,190,352,383,385,271,172,79,30,2040
SSC31551,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,11,4,6,0,0,25
SSC31552,0,0,0,0,8,3,0,0,0,11,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,0,0,0,5,5,0,0,0,13,9,4,9,18,26,21,10,3,0,95
SSC31553,0,0,0,0,3,0,0,0,0,10,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,4,7,11,6,0,6,0,43
SSC31554,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,4,3,6,0,0,19
SSC31555,0,0,0,10,10,0,3,3,0,25,0,0,0,0,0,3,0,0,0,8,0,0,7,4,10,6,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,3,11,7,8,0,0,0,27,0,0,0,3,4,0,0,0,0,10,3,0,6,11,5,0,4,0,0,39,22,7,27,71,60,44,29,13,0,266
SSC31556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13
SSC31557,0,64,153,136,116,98,33,19,4,624,4,21,84,64,78,59,14,3,0,322,0,12,71,66,60,63,7,3,0,280,0,3,28,45,45,41,5,0,0,171,0,9,48,69,94,44,3,3,0,273,0,0,25,27,32,15,7,3,0,107,85,47,84,82,80,73,86,67,34,637,647,672,1277,1140,1138,1158,971,588,272,7859
SSC31558,0,7,35,31,41,47,18,10,3,196,0,8,23,18,35,36,17,3,0,143,0,0,10,24,23,19,0,3,0,80,0,5,10,10,19,10,8,3,0,59,0,0,8,17,8,23,4,3,0,59,0,0,3,5,14,21,12,3,0,61,25,19,34,29,45,52,42,25,4,266,132,164,334,304,383,479,439,213,47,2498
SSC31559,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,6,0,12,10,11,14,11,5,0,60
SSC31560,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,13
SSC31561,0,0,0,8,0,3,0,0,0,14,0,0,0,0,7,3,0,0,0,12,0,0,0,0,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,11,0,0,0,0,4,0,0,0,0,10,0,0,4,10,3,0,0,0,0,20,23,12,15,37,51,41,17,7,4,213
SSC31562,0,13,36,29,36,34,5,0,0,149,0,3,14,16,19,10,8,0,0,77,0,0,15,11,19,4,6,0,0,61,0,0,9,10,4,10,0,0,0,36,0,0,12,8,8,8,0,0,0,39,0,0,4,5,0,0,0,0,0,13,16,3,15,12,22,16,12,9,0,100,117,113,251,204,287,219,181,73,14,1460
